scores,average_scores,std
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.4714045207910317
-2.0,-0.25,1.0897247358851685
-1.0,-0.4,1.019803902718557
0.0,-0.3333333333333333,0.9428090415820634
0.0,-0.2857142857142857,0.880630571852711
-1.0,-0.375,0.8569568250501305
0.0,-0.3333333333333333,0.816496580927726
-1.0,-0.4,0.8
-1.0,-0.45454545454545453,0.7820295697311479
0.0,-0.4166666666666667,0.7592027982620249
0.0,-0.38461538461538464,0.737820234355803
-2.0,-0.5,0.823754471047914
0.0,-0.4666666666666667,0.8055363982396382
1.0,-0.375,0.8569568250501305
-1.0,-0.4117647058823529,0.8442764761416073
0.0,-0.3888888888888889,0.8258927081843614
0.0,-0.3684210526315789,0.8085416576703798
-2.0,-0.45,0.8645808232895292
-1.0,-0.47619047619047616,0.8518354199999199
0.0,-0.45454545454545453,0.8381404052084444
1.0,-0.391304347826087,0.871736419815801
0.0,-0.375,0.8569568250501305
0.0,-0.36,0.8428523002282191
0.0,-0.34615384615384615,0.8293791789556857
0.0,-0.3333333333333333,0.8164965809277261
0.0,-0.32142857142857145,0.8041664463712647
1.0,-0.27586206896551724,0.8261481759110991
0.0,-0.26666666666666666,0.8137703743822469
-2.0,-0.3225806451612903,0.8571180810055756
0.0,-0.3125,0.8454843286542927
-2.0,-0.36363636363636365,0.8813963377120598
0.0,-0.35294117647058826,0.8705087404087496
0.0,-0.34285714285714286,0.8599952539024235
1.0,-0.3055555555555556,0.8762116830881947
-2.0,-0.35135135135135137,0.9069168505709468
-3.0,-0.42105263157894735,0.9902572485382515
0.0,-0.41025641025641024,0.979742214079118
-1.0,-0.425,0.9717895862788406
-4.0,-0.5121951219512195,1.1070054358936798
0.0,-0.5,1.096531327587567
1.0,-0.46511627906976744,1.107035370735991
1.0,-0.4318181818181818,1.1159530633809924
1.0,-0.4,1.1234866364235145
1.0,-0.3695652173913043,1.129807518277068
1.0,-0.3404255319148936,1.1350620143275865
1.0,-0.3125,1.139375742822943
1.0,-0.2857142857142857,1.1428571428571428
1.0,-0.26,1.145600279329575
0.0,-0.2549019607843137,1.1348859708617869
1.0,-0.23076923076923078,1.1370573460841908
0.0,-0.22641509433962265,1.1267168774968765
-1.0,-0.24074074074074073,1.1210971013085413
0.0,-0.23636363636363636,1.1113241301771728
-1.0,-0.25,1.105990183371573
1.0,-0.22807017543859648,1.1084609823811449
-1.0,-0.2413793103448276,1.103448275862069
-1.0,-0.2542372881355932,1.0984306268487898
-1.0,-0.26666666666666666,1.0934146311237816
0.0,-0.26229508196721313,1.084943744772085
3.0,-0.20967741935483872,1.1519562152044578
0.0,-0.20634920634920634,1.143077580151672
0.0,-0.203125,1.1344008261522909
5.0,-0.12307692307692308,1.2950520311221514
4.0,-0.06060606060606061,1.3803687241127727
-2.0,-0.08955223880597014,1.3900643524626928
3.0,-0.04411764705882353,1.4290455836945217
0.0,-0.043478260869565216,1.4186621847553937
3.0,0.0,1.4540583599999397
3.0,0.04225352112676056,1.486432724877313
0.0,0.041666666666666664,1.4760824653265294
2.0,0.0684931506849315,1.483505355691056
-1.0,0.05405405405405406,1.4786031747664787
1.0,0.06666666666666667,1.4727148022916348
2.0,0.09210526315789473,1.4794881011860983
5.0,0.15584415584415584,1.571374905169265
2.0,0.1794871794871795,1.5749936079934581
4.0,0.22784810126582278,1.6222298069469159
2.0,0.25,1.6240381768911716
2.0,0.2716049382716049,1.6255091941365716
3.0,0.3048780487804878,1.6430862126501673
1.0,0.3132530120481928,1.634918006443177
2.0,0.3333333333333333,1.6354214058166094
2.0,0.35294117647058826,1.6356749450766668
3.0,0.38372093023255816,1.6507123525791143
4.0,0.42528735632183906,1.6858585854987684
1.0,0.4318181818181818,1.6773589531913673
4.0,0.47191011235955055,1.709786028011439
5.0,0.5222222222222223,1.7652684893540054
2.0,0.5384615384615384,1.7622892972500368
0.0,0.532608695652174,1.7535745292087253
3.0,0.5591397849462365,1.7625883068941406
4.0,0.5957446808510638,1.7883734969517318
1.0,0.6,1.7794144512939318
1.0,0.6041666666666666,1.7705882183299675
2.0,0.6185567010309279,1.767071658644604
2.0,0.6326530612244898,1.7635062193697915
6.0,0.6868686868686869,1.8348283967126529
-1.0,0.67,1.8333303030277985
2.0,0.69,1.8368179006096386
2.0,0.71,1.8400815199332883
3.0,0.73,1.8539417466576453
5.0,0.8,1.8814887722226779
4.0,0.85,1.899341991322258
2.0,0.87,1.9008156144139807
0.0,0.87,1.9008156144139807
7.0,0.95,1.9868316486305526
1.0,0.96,1.9845402490249473
-1.0,0.96,1.9845402490249473
0.0,0.97,1.9771444054494351
4.0,1.01,1.997473404078262
4.0,1.05,2.0168044030098704
0.0,1.07,1.996271524617831
0.0,1.07,1.996271524617831
3.0,1.09,2.005467526538388
7.0,1.17,2.078725571113224
5.0,1.22,2.1098815132608753
5.0,1.27,2.1394158081121115
2.0,1.31,2.1151595684486786
3.0,1.35,2.108909670896314
4.0,1.39,2.12082531105228
4.0,1.42,2.1362584113351084
6.0,1.48,2.179357703544785
3.0,1.51,2.1794265300762032
1.0,1.52,2.17476435505091
5.0,1.57,2.19661102610362
6.0,1.63,2.2345245579317314
3.0,1.65,2.237744400060025
2.0,1.67,2.231837807727076
5.0,1.74,2.2253988406575576
1.0,1.75,2.2197972880423116
5.0,1.82,2.210791713391381
6.0,1.88,2.2417850030723283
1.0,1.89,2.235598353908859
1.0,1.89,2.235598353908859
5.0,1.96,2.222251110923336
3.0,2.02,2.1678560837841614
4.0,2.06,2.167117901730314
6.0,2.13,2.180160544547121
3.0,2.2,2.092844953645635
7.0,2.27,2.1347365176995496
0.0,2.26,2.1429885673983424
4.0,2.29,2.1461360627881914
1.0,2.29,2.1461360627881914
5.0,2.33,2.1589580820386485
0.0,2.32,2.1673947494630506
2.0,2.33,2.163584987930911
4.0,2.36,2.16573313222105
7.0,2.42,2.209886874932742
5.0,2.47,2.211130932351135
3.0,2.49,2.2067849917923588
6.0,2.55,2.2197972880423116
3.0,2.59,2.191323800810825
14.0,2.73,2.452977782206761
4.0,2.78,2.4272618317767036
9.0,2.86,2.498079262153225
5.0,2.92,2.476610587072582
8.0,3.01,2.4959767627123455
12.0,3.14,2.6192365299834988
4.0,3.18,2.601461127904855
7.0,3.22,2.628992202346747
3.0,3.25,2.60911862512995
4.0,3.29,2.589575254747388
9.0,3.33,2.645959183358655
5.0,3.34,2.6503584663211126
10.0,3.46,2.6773867856549978
2.0,3.45,2.680951323690902
7.0,3.52,2.681342947106916
8.0,3.57,2.717554047300623
2.0,3.56,2.7214701909078483
6.0,3.62,2.708431280280155
8.0,3.68,2.7381745744199733
7.0,3.76,2.7170572316386714
3.0,3.78,2.7039970414184995
9.0,3.85,2.7472713735632306
5.0,3.85,2.7472713735632306
8.0,3.91,2.7716240726332275
5.0,3.92,2.7737339454244703
6.0,3.96,2.77459907013608
7.0,4.01,2.783864220826871
8.0,4.06,2.8100533802758982
3.0,4.08,2.7952817389308002
7.0,4.13,2.802338309340969
6.0,4.17,2.800196421681879
6.0,4.2,2.8035691537752374
7.0,4.23,2.817285927981042
8.0,4.3,2.8231188426986207
11.0,4.37,2.9005344335139345
8.0,4.4,2.922327839240492
6.0,4.44,2.916573331839952
6.0,4.5,2.8861739379323623
7.0,4.54,2.892818694629859
15.0,4.65,3.0736785778607367
7.0,4.71,3.060375793918126
4.0,4.74,3.0384864653310535
11.0,4.83,3.0888671062381428
10.0,4.91,3.117996151376714
10.0,4.95,3.157134776977378
14.0,5.1,3.2264531609803355
4.0,5.12,3.2133471645622107
6.0,5.16,3.1991248803383714
9.0,5.22,3.214280634916621
8.0,5.25,3.2260657153877075
3.0,5.24,3.2314702536152176
16.0,5.38,3.3875654975217824
11.0,5.49,3.389675500693245
4.0,5.46,3.3894542333538005
10.0,5.55,3.3893214660164652
3.0,5.59,3.3349512740068636
