scores,max_score,average_scores,std
[ 0.   -0.01],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[-0.01  0.  ],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[-0.01  0.  ],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[ 0.   -0.01],0.0,0.0,0.0
[0.   0.09],0.09000000171363354,0.0075000001428027945,0.02487468640128879
[ 0.   -0.01],0.0,0.006923077054894888,0.02398224240758451
[ 0.   -0.01],0.0,0.006428571550973824,0.023178544355025185
[ 0.   -0.01],0.0,0.006000000114242236,0.02244994474809895
[ 0.   -0.01],0.0,0.005625000107102096,0.021785531737221354
[-0.01  0.  ],0.0,0.005294117747860796,0.021176470991443184
[-0.01  0.  ],0.0,0.005000000095201863,0.020615528520615642
[-0.01  0.  ],0.0,0.004736842195454396,0.020096719426898266
[-0.01  0.  ],0.0,0.004500000085681677,0.019615045619410805
[ 0.   -0.01],0.0,0.004285714367315883,0.01916629731493163
[ 0.   -0.01],0.0,0.004090909168801524,0.018746900927221866
[-0.01  0.1 ],0.10000000149011612,0.008260869704510855,0.026808852639245897
[ 0.   -0.01],0.0,0.007916666800156236,0.02629625598277931
[-0.01  0.  ],0.0,0.007600000128149986,0.025811625720035748
[ 0.   -0.01],0.0,0.007307692430913448,0.025352544267096055
[ 0.   -0.01],0.0,0.007037037155694432,0.024916871812124958
[ 0.   -0.01],0.0,0.0067857144001339164,0.024502707466079927
[ 0.   -0.01],0.0,0.00655172424840516,0.02410835666984276
[ 0.   -0.01],0.0,0.0063333334401249886,0.023732303745853174
[-0.01  0.  ],0.0,0.006129032361411279,0.023373188691714526
[ 0.   -0.01],0.0,0.005937500100117177,0.023029787483029952
[0.   0.09],0.09000000171363354,0.008484848633860096,0.026869067072101096
[-0.01  0.  ],0.0,0.008235294262275976,0.026509775378482297
[-0.01  0.  ],0.0,0.008000000140496663,0.026164316395892638
[ 0.   -0.01],0.0,0.007777777914371755,0.025831840312049915
[ 0.   -0.01],0.0,0.007567567700469816,0.02551156702232905
[-0.01  0.  ],0.0,0.0073684211820364,0.02520277916365144
[ 0.   -0.01],0.0,0.007179487305573928,0.02490481594559076
[ 0.   -0.01],0.0,0.00700000012293458,0.024617067679807
[-0.01  0.  ],0.0,0.006829268412619102,0.02433897092129622
[-0.01  0.  ],0.0,0.006666666783747219,0.02407000414599225
[ 0.   -0.01],0.0,0.0065116280213344925,0.023809683899007124
[ 0.   -0.01],0.0,0.006363636475395073,0.023557561356334404
[ 0.   -0.01],0.0,0.0062222223314974045,0.023313219250276098
[-0.01  0.  ],0.0,0.006086956628638765,0.023076269115309474
[ 0.1  -0.01],0.10000000149011612,0.008085106519308495,0.026548895350587104
[ 0.   -0.01],0.0,0.007916666800156236,0.02629625598277931
[ 0.   -0.01],0.0,0.0077551021715816185,0.026050603165120492
[-0.01  0.  ],0.0,0.007600000128149986,0.025811625720035748
[ 0.   -0.01],0.0,0.007450980517794104,0.025579031152010087
[ 0.   -0.01],0.0,0.007307692430913448,0.025352544267096055
[ 0.   -0.01],0.0,0.00716981144165093,0.025131905910647408
[ 0.   -0.01],0.0,0.007037037155694432,0.024916871812124965
[ 0.   -0.01],0.0,0.006909091025590897,0.024707211526913277
[ 0.   -0.01],0.0,0.0067857144001339164,0.024502707466079927
[-0.01  0.  ],0.0,0.006666666779078935,0.024303154005907854
[ 0.   -0.01],0.0,0.00655172424840516,0.024108356669842755
[ 0.   -0.01],0.0,0.006440678074703378,0.023918131376227638
[-0.02  0.1 ],0.10000000149011612,0.008000000131626923,0.026570660945428735
[-0.01  0.  ],0.0,0.007868852588485499,0.026371542103015896
[-0.01  0.  ],0.0,0.007741935611251862,0.026176778787398956
[ 0.   -0.01],0.0,0.007619047744406594,0.025986216900225394
[ 0.   -0.01],0.0,0.007500000123400241,0.025799709722359742
[ 0.   -0.01],0.0,0.00738461550611716,0.025617117477223242
[-0.01  0.  ],0.0,0.007272727392388113,0.02543830692419623
[ 0.   -0.01],0.0,0.0071641792223524695,0.025263150979794473
[ 0.   -0.01],0.0,0.007058823645553168,0.025091528364512256
[-0.01  0.  ],0.0,0.00695652185358863,0.02492332327339347
[-0.01  0.  ],0.0,0.006857142969965935,0.02475842506854673
[ 0.   -0.01],0.0,0.00676056349151571,0.024596727991964187
[-0.01  0.  ],0.0,0.0066666667763557695,0.024438130897134973
[-0.01  0.  ],0.0,0.006575342573939938,0.024282536998065617
[ 0.   -0.01],0.0,0.006486486593211019,0.02412985363443045
[ 0.   -0.01],0.0,0.0064000001053015395,0.02397999205167738
[ 0.   -0.01],0.0,0.006315789577600203,0.023832867195007573
[ 0.   -0.01],0.0,0.006233766336332668,0.02368839751623341
[ 0.   -0.01],0.0,0.006153846255097634,0.023546504792597622
[-0.01  0.  ],0.0,0.006075949467058423,0.02340711395670837
[-0.01  0.  ],0.0,0.006000000098720193,0.02327015293681113
[-0.01  0.  ],0.0,0.005925926023427351,0.023135552506678612
[-0.01  0.  ],0.0,0.005853658632897749,0.02300324614445538
[ 0.   -0.01],0.0,0.005783132625272475,0.022873169899844593
[ 0.   -0.01],0.0,0.005714285808304946,0.022745262269071226
[-0.01  0.  ],0.0,0.005647058916442535,0.02261946407709833
[ 0.   -0.01],0.0,0.005581395440669947,0.02249571836661277
[-0.01  0.  ],0.0,0.005517241470087534,0.02237397029333255
[ 0.   -0.01],0.0,0.005454545544291084,0.022254167027221133
[-0.01  0.  ],0.0,0.005393258515703544,0.02213625765922449
[ 0.   -0.01],0.0,0.005333333421084616,0.02202019311317493
[-0.01  0.  ],0.0,0.005274725361512258,0.021905926062531073
[0.   0.09],0.09000000171363354,0.006195652278383141,0.02349108988374414
[ 0.   -0.01],0.0,0.006129032361411279,0.023373188691714522
[ 0.   -0.01],0.0,0.006063829889481372,0.02325703250406584
[-0.01  0.  ],0.0,0.006000000101171042,0.02314257905477006
[-0.01  0.  ],0.0,0.005937500100117177,0.02302978748302995
[ 0.   -0.01],0.0,0.005876288758878855,0.022918618274501028
[ 0.   -0.01],0.0,0.005816326628686214,0.022809033205445764
