scores,average_scores,std
-155.1883587842521,-155.1883587842521,0.0
-288.67079966320176,-221.92957922372693,66.74122043947483
-390.5453563039733,-278.1348382504757,96.37248546669444
-302.51798618726855,-284.2306252346739,84.12620176343002
13.14523167730971,-224.75545385227716,140.7514060404901
-134.0087811177405,-209.63100839652103,132.86412672488566
-210.7997924960257,-209.79797755359314,123.00895898126062
-135.29779327783365,-200.48545451912324,117.6727032400442
-184.07985043263807,-198.6626096206249,111.06262481455262
-359.73422428972316,-214.7697710875347,115.91540804534233
-271.4241022913788,-219.92016483333873,111.71462806236255
-353.0858190437742,-231.01730268420837,113.11390763066778
-118.83126695843677,-222.38760762837975,112.71292620150581
-188.4100313355264,-219.96063789317597,108.96482449107064
-219.56909738310998,-219.9345351925049,105.27006689237732
-385.2417007157727,-230.26623303770913,109.50038813869205
-60.44296715399114,-220.2766291621963,113.49756009836021
-117.78057370434333,-214.58240385898225,112.77081977590328
-302.7146842958189,-219.2209449346052,111.51330671714034
-132.8000797391403,-214.89990167483197,110.30962595551337
-104.27973596750411,-209.63227473638779,110.19860574375251
-281.09240570817775,-212.8804625078328,108.6890521500637
-430.616340139323,-222.34723979615845,115.20123727575374
-96.1225329562127,-217.0878770111607,115.56190471236847
-72.36199515095865,-211.29884173675265,116.72481301643064
-119.2984220723123,-207.7603640573511,115.81742680250144
-315.2740702016622,-211.74235317380703,115.45187609452358
-148.75825379330465,-209.4929210530748,113.9724249309035
-71.54242111853179,-204.7360072622285,114.78407072085392
-114.87302234208931,-201.74057443155718,114.00179550774848
-135.55499316528673,-199.60555568103234,112.75601766077845
-123.64164396106167,-197.23168343978327,111.76449742967941
-94.1898869308575,-194.1092047576946,111.46647251834064
-156.17999312548108,-192.99363970968832,110.00185438941628
-76.07697581466792,-189.65316359840205,110.15480275157452
-246.99057154282877,-191.2458693746361,109.02205136937236
-135.8180910392706,-189.74782131151812,107.91366441387359
-108.28172183424525,-187.60397658843198,107.2798058796765
-107.11313176677265,-185.540108772492,106.65701199737022
-122.77242117628214,-183.97091658258677,105.77030516183417
-145.17975743867686,-183.02479074980846,104.64368705640126
-140.7164091307472,-182.017448330307,103.59142856144017
-107.20548617827085,-180.27763525700382,102.9988035435188
-128.1312173127125,-179.09248939463356,102.11778511768132
-103.0312206626147,-177.40223897836648,101.59731007517314
-129.347927969658,-176.35758004339456,100.73098267967009
-114.75696885006988,-175.04692874140892,100.04929832415058
-198.8811667771684,-175.54347536715395,99.06014109331836
-95.97112869176664,-173.9195499247991,98.68753962263669
-30.498768407257273,-171.05113429444825,99.73769834133785
-153.9136098680475,-170.7151044037345,98.78361771225725
-132.1158328714397,-169.97281072042114,97.97268176068418
-171.7913023576341,-170.00712188338744,97.04432519925238
13.71461118364742,-166.6048675673312,99.28088314837235
-306.99610437635704,-169.15743550931353,100.14651123349915
-102.07652838481067,-167.95956216780456,99.64511114840371
-134.47489593452127,-167.37211188301012,98.86494865534715
-29.35249518961517,-164.99246331933088,99.64201670092238
-282.60408534182227,-166.98588064174598,99.95362239298312
-197.73669003140276,-167.4983941315736,99.19532274026734
-92.48693281161172,-166.26869804436112,98.83893183651867
-91.1034955696918,-165.05635606896323,98.49479132901227
-129.93637954507085,-164.49889612413955,97.80850400797316
-167.65935550074283,-164.54827830189896,97.0421582176562
36.41884009171514,-161.45647648045875,99.41877104538338
-438.3316296040293,-165.65155455808858,104.29883638354258
-182.9656021958259,-165.90997317954734,103.53884712286931
-200.4970403381107,-166.41860652011445,102.85900507746929
-143.70631312316675,-166.0894428476949,102.1470002925786
-147.63917928569327,-165.82586765395203,101.43838498172079
-469.7550119211887,-170.10655982673,106.89959182289805
-108.97161945620589,-169.257463432695,106.39546809491165
-186.47403201016505,-169.49330683786582,105.68316795913644
-114.12239481212173,-168.74505126995035,105.1611724132591
-135.84567657743563,-168.30639294071682,104.52588061253425
-177.75653768087142,-168.4307369504557,103.84151696111195
-160.17703258674516,-168.32354598469323,103.16924991871392
-127.94406301070872,-167.8058603055396,102.60638298496141
-100.38809185783761,-166.95247083151804,102.23310844789006
-54.54702037617112,-165.5474027008262,102.35685837710415
-105.7940747927578,-164.80970729455376,101.93682968757372
-199.1261340187407,-165.2282003033853,101.38334356783437
-113.13549939686808,-164.60057740089718,100.93089057877613
-114.71914708755202,-164.0067508495478,100.47406938830339
-167.39616310308935,-164.04662628782478,99.88196545655961
-111.07480905299302,-163.43067492462905,99.46180652687393
-155.764450795684,-163.34255740590555,98.89191114466334
-8.701901798179719,-161.58527722854498,99.68518988343554
-94.98471904047415,-160.83695635002735,99.37183937379292
-88.08379916956926,-160.02858793691115,99.1120616896044
-137.79724104957108,-159.78428742166565,98.59322977713333
-513.855713848379,-163.6328898828256,104.70355492160363
-203.91055345531174,-164.06598303951898,104.22193091702258
-152.83943773759202,-163.94655170651976,103.67247458492909
-136.9438523071517,-163.66231276547376,103.1622012220546
-328.4143204879874,-165.3784795125833,103.97777504033496
-98.18953885645146,-164.68581002128298,103.6628194608542
-78.35723628295955,-163.80490620762663,103.49685240779773
-378.76702794448335,-165.9762407706252,105.19239746756543
-198.92125229379064,-166.30569088585685,104.71643271516038
-254.3779708352459,-167.29758700636674,105.07558582705637
-133.01349329053656,-165.74101394264008,104.41692985579071
-126.52912918641672,-163.10085167146454,102.00946318507523
-94.5550956315723,-161.02122276590757,101.26312041245427
-162.7569098385515,-162.78024418106617,99.73873864698288
-131.6021132162861,-162.75617750205163,99.74596831613118
-138.53689874309106,-162.0335485645223,99.65701103264357
-117.0690170100942,-161.8512608018449,99.72239820623858
-114.73380522228379,-161.15780034974136,99.80648907179412
-103.32890548100713,-158.59374716165416,97.9483371040892
-148.29739207832984,-157.3624800595237,97.2939565526684
-57.41410178655205,-154.40576288695146,95.78200422937743
-89.57778190854806,-154.1132280364526,95.93475898301618
-153.40890012309387,-153.76321672432826,95.87282058447812
-167.80685929053425,-153.2455943434025,95.65562133804156
-106.41644337155137,-150.4573417699603,92.8758919270309
-242.54800870523675,-152.27839218547274,92.87839420240041
-58.46087099340879,-151.6851951583634,93.28537133404241
-236.31628133138688,-151.02121112871907,92.44049313864356
-174.83535812878188,-151.4415639126155,92.45225316310533
-622.9241272475739,-156.62800782541618,103.5433996429134
-478.90561756407993,-158.60613994397522,107.70811165793914
-460.736100752359,-158.90733755010558,108.50749393013724
-513.5303404318671,-163.08141562486213,113.9061400279829
-350.8344228802436,-165.866139902155,115.05244817732952
-394.10594135857104,-168.61421509501758,117.16980182871912
-164.46037118198387,-167.10607810482077,116.23927647999892
-215.0965468954304,-167.76946103584203,116.32194008035725
-160.0677237970143,-168.65471406262688,115.9224171874848
-198.95735114543396,-169.4955573506603,115.83418141314218
-166.65706083849886,-169.80657802739242,115.78437632704882
-267.0460110559762,-171.24062169834156,116.09137944816227
-332.2429842114253,-173.6211526711472,116.92472323905905
-153.73007452630853,-173.5966534851555,116.9286317107795
-291.34534279150535,-175.74933715492392,117.09490821456369
-221.92737663725728,-175.49870520586822,116.96890908244124
-219.34621716105613,-176.33398646708602,116.98080410388398
-274.0507998310786,-177.99167724705433,117.17907338340257
-54.09910812223085,-177.46153701060896,117.61764406360139
-97.26688294733403,-177.20648162831947,117.76352564915793
-159.54685080187397,-177.35015256195146,117.73312552960094
-285.8654380230817,-178.80164285087477,118.16648163975776
-262.13605423830563,-180.35094853147513,118.23325750285865
-288.1280704862861,-181.95091706321088,118.59777973182197
-221.18586236435902,-183.1324634802283,118.39403671600361
-210.9997831452627,-183.94898203198437,118.30181460914834
-227.28014405145768,-185.0742137839983,118.17340539418961
-133.76992573448138,-184.42310137357137,118.2748695848006
-116.34827034362952,-184.62687279009003,118.13977976954219
-104.89205675740328,-185.3708056735915,117.39878964934852
-35.615365478749055,-184.18782322969852,118.30235724899758
-83.96424859262672,-183.70630738691037,118.6109126534916
-165.67527553914206,-183.64514711872545,118.61861728903386
-129.35117119682366,-185.0758049425301,117.08244617360812
-81.91980312525881,-182.82504193001918,116.88027755282867
12.44817257601072,-181.67979492041093,118.21929093320945
-308.37617716813725,-183.41880773274713,118.78978613943747
-216.81743758051783,-185.2934571566561,117.81888379517703
-113.14534989242816,-183.5988698021622,117.6255825179183
-96.66443639985013,-182.58814726584663,117.93359691002246
-302.62871442971414,-184.68956508202766,118.18135391205519
-299.4451344189056,-186.7729814705198,118.34946840399935
-31.79722981587831,-185.7915899732279,119.220402553687
-230.13224902169858,-186.41631890843738,119.2874145079839
-40.15935117765362,-187.18210082113117,118.09427066243967
-81.4236360923237,-183.61302088601408,115.8214405982309
-73.82773361288386,-182.52164220018466,116.33545846525244
-3.68801023194751,-180.55355189912305,117.6717852619509
-8.321512600602702,-179.19970389389744,118.86074922306597
-117.8376731268743,-178.90168883230922,118.97680956369071
66.07881996086513,-173.54335051348866,117.8175172280547
-230.96089669413166,-174.76324328586793,117.77415628644337
-72.66026027913401,-173.6251055685576,118.20463314601211
-82.81717256645598,-173.31205334610095,118.40309276609638
17.028053101559507,-171.78331604931097,119.85496070750504
-82.11113141690468,-170.82686198667133,120.18465382495604
-14.491446939025593,-169.3700061301941,121.18375310806599
2.7934042257934095,-168.06263145782907,122.32348139193637
-136.17509795055923,-168.42050151875628,122.17723087258918
-160.25508436972282,-169.4775821586919,121.64355045587705
-38.93352226620448,-168.8089766334263,122.17433428830685
-130.87593705010698,-168.12647466374,122.19369871009455
-246.29001121962625,-169.4580197819676,122.31264163165108
-44.46218103375014,-168.75545012142953,122.82574996306738
-17.037592837044826,-167.25186441876906,123.75002500849189
-92.80115912481801,-167.06912791948733,123.84629892195474
65.25539523117057,-164.85892945921879,125.98210056494324
-102.45006143514972,-165.79641105558846,125.16273121905374
-24.35906500066082,-165.09015451519036,125.75815185999838
-83.87960941272476,-165.0481126176219,125.78458860465975
-93.37596521091054,-164.60389985923533,125.95835928034111
-72.51501403110527,-160.19049286106258,121.28918106924279
-94.77275860483914,-159.09911491255787,121.38185490916511
-4.92275652642283,-157.61994810044618,122.34655052759074
15.597523266989725,-156.09453434470475,123.5399508392765
-102.95556335811585,-153.83994677340604,122.42684633553489
97.22311018873715,-151.88582028295414,124.83537559531158
-17.01673533346137,-151.27241527345916,125.34483199724482
75.59740500638765,-146.72877094395048,125.25112123338121
-47.83038492268682,-145.21786227023944,125.52341965418421
27.022237808137987,-142.40386018380562,126.19713745433705
-95.57322374052708,-142.0294574883055,126.27995335556378
-146.35307896050284,-142.22769698604634,126.2710246091184
-10.182515548317554,-141.38397118521382,126.86722316193334
-142.1364213772127,-141.1777663006004,126.84907342630248
-104.64048183692282,-140.9081499868068,126.89778381199059
-33.41782976015131,-139.8569592969774,127.34766584287283
27.2912892547819,-138.41335623432863,128.41159010240474
-199.30805553841031,-139.2590987374899,128.53130212099458
-95.86414433913046,-139.18445112607114,128.55431336773717
-111.65928045574303,-138.81807000984526,128.58002622337716
-5.675570608866565,-138.30068469806838,129.00991685558873
15.930609026262815,-137.24560078872028,129.83288933127307
26.36770584597531,-135.44783472902958,130.83740981816663
186.92278462081987,-131.90053828991606,134.6647748796777
39.63121789444599,-130.44006167725607,135.72105821985392
-130.43558503203002,-129.318937440524,135.25260369802461
11.487234930909594,-128.61945638128083,135.79702743180854
-22.0274822784559,-126.47656839075152,135.77140022391845
-144.38788129156245,-126.17209362237932,135.69673113132794
-261.00647978808814,-122.55291714778447,126.94361618132996
21.659095199463046,-117.54727002014904,122.58761666717803
7.859670893574389,-112.8613123036897,118.25924417701349
40.16673203665941,-107.32434157900443,112.17579913264278
-0.8065415353793952,-103.8240627655558,109.96202426102892
-34.68423328237607,-100.22984568479386,106.22568358440536
73.90460734472312,-97.84619589952678,107.42526025073359
69.15946723330069,-95.00363575823947,108.0441523585554
-183.36422951289543,-95.23660081539829,108.20918249355945
46.17993008253839,-92.78522800311853,108.60766252379013
61.73214859420951,-90.50133590879145,109.42848767859115
157.74340695964227,-86.25344172863527,110.72995805583813
-79.50008973059934,-83.72601278382703,107.93555133272719
111.82141027020518,-81.07049793586188,109.43680250454275
76.52372294179648,-77.39180727852887,108.48541495618505
45.533963256638884,-74.7171938795899,108.18564527653383
80.5282935807402,-71.71844877217195,108.29116973093969
46.49846015550194,-68.51295617230613,106.9909848146155
78.021659548537,-67.19174849559846,107.9720870770068
126.1343312174387,-64.95773635395074,109.62520408813354
87.47662433855305,-62.487501602546466,110.24733397735649
-235.86891575413838,-61.987536379857026,109.34284982031508
177.49732885309152,-57.591202548943066,110.04302236135756
154.41392830832157,-53.16578256099697,109.5804348808079
-35.145824985384934,-51.30538218720724,108.28365682620425
147.42887486192643,-47.72109560713535,108.86888103421603
39.13070902826446,-45.05698707633814,107.69565276407569
259.2672606374945,-41.12661521261837,111.49142758035485
118.86092778875927,-38.77452323129448,112.35739073317158
12.101323187602375,-37.60458943184443,112.27191430791642
77.87597741114891,-36.46967600294544,112.8583747753682
55.97842894059808,-35.070249227613196,113.12808465831866
130.3594630285337,-32.10990184193644,113.54423389062515
72.387890391353,-30.092511226054675,113.59076734519738
72.33189342325059,-28.549994260569584,113.9233513038637
-13.268642537297481,-28.807162411702667,113.85952106482308
-19.346024266015284,-25.916860882681448,110.34012636123593
62.50345875687027,-23.123651919307573,108.99950778107385
67.969614316259,-21.3125022772207,108.99336311888604
79.95932307881868,-19.54626468243401,109.18889272757252
58.43634646616198,-15.935614073475245,105.68175642048955
135.05174568779537,-11.590645272408237,102.82971473776085
89.59951616470157,-10.376677812602436,103.29950601616332
61.451516869256984,-7.460840153692881,101.14817654643329
91.02853484241035,-6.148961293492241,101.56545788881171
6.134619789913302,-5.273378734669868,101.28979064213875
222.05810902404792,-2.314520308300551,103.54064855253344
96.90111775491901,-1.3086290284318864,104.00996418146457
57.209910761354564,-0.6533147948123146,104.17003216816282
99.49325423382285,1.519994478794657,103.96943754403229
101.66953148279134,1.8759015940139192,104.25036283626392
42.80602732087663,4.613570834164004,101.66251189191438
61.535191424679645,5.95552535120214,101.51922843188414
-41.81744086635031,6.365522668203195,101.24229495453747
100.97891695079925,7.205031306695593,101.6743702273674
128.56333659043509,9.31177598676899,101.9840369928622
177.4316295750779,11.231006751910028,103.31523252706067
214.71737067897925,13.350246416441887,105.27535878373249
138.71466922503598,16.09914408819784,104.92344269806642
208.0142191321532,19.781837123216597,105.13169084993183
53.32374827779864,20.70440982865663,105.0171269094977
88.24996792978106,22.895668878455513,104.11365586077208
159.910068232913,26.957669672980906,101.42126817806272
99.78073520393276,28.40009883535773,101.42098932144951
72.47372602530433,29.29521202398122,101.41101939736504
187.6113927752404,32.09933754298181,101.87196193107327
-25.422183033352496,31.19256176033657,101.97631292141308
-3.7929131883300444,32.17913324280477,101.15251554451858
18.8452928247086,32.611176821058464,101.00226222084007
37.40791574253001,33.82405207261101,100.32205620710067
0.5821637018381367,34.76363336173849,99.56346687453716
157.5838328498534,37.06462183054808,99.7163493129491
220.76836398348053,40.22003305643128,100.48409526042873
81.71753595388013,41.08643598123431,100.46464283136046
224.9927245250713,43.18038799381512,102.0807435667863
167.96075836335766,45.88955121102987,101.76091040930567
196.09286862348696,46.87824879537736,102.73054262127371
84.63606206868924,47.89477676939886,102.59611051498467
62.32727680243839,47.76207548735937,102.56877155173675
230.2760344723375,50.543139681309604,103.70319593413083
108.90497660194409,51.361967069247676,103.83742620317457
-61.85878163585481,51.6991114902944,103.4136707139316
7.469217384313524,53.23733445374256,101.58413899101998
197.9054845146977,55.31821445437272,102.39177308576893
70.36508926843582,57.44322956082919,100.45864949693376
173.67755947989752,60.2264099739974,99.7826992271115
